name,chr,strand,start,end
SHISAL2A,chr1,+,52633167,52669683
COA7,chr1,-,52684448,52698347
ZYG11B,chr1,+,52726452,52827336
ZYG11A,chr1,+,52842510,52894998
ECHDC2,chr1,-,52895909,52927212
SCP2,chr1,+,52927275,53051698
PODN,chr1,+,53062051,53085501
SLC1A7,chr1,-,53087178,53142638
CPT2,chr1,+,53196791,53214197
CZIB,chr1,-,53214098,53220634
MAGOH,chr1,-,53226899,53238518
LRP8,chr1,-,53242363,53328469
DMRTB1,chr1,+,53459398,53467488
GLIS1,chr1,-,53506236,53739164
NDC1,chr1,-,53765477,53838463
YIPF1,chr1,-,53851718,53889798
DIO1,chr1,+,53891238,53911086
HSPB11,chr1,-,53916573,53945699
LRRC42,chr1,+,53946084,53968168
LDLRAD1,chr1,-,54007297,54018186
TMEM59,chr1,-,54026680,54053504
TCEANC2,chr1,+,54053583,54112519
ENSG00000256407,chr1,-,54132685,54200073
CDCP2,chr1,-,54132967,54153770
CYB5RL,chr1,-,54169650,54200036
MRPL37,chr1,+,54184040,54225464
SSBP3,chr1,-,54225432,54413479
ACOT11,chr1,+,54542256,54639192
FAM151A,chr1,-,54609180,54623556
MROH7,chr1,+,54641753,54710266
MROH7-TTC4,chr1,+,54641785,54742308
TTC4,chr1,+,54715860,54742657
PARS2,chr1,-,54756897,54764523
TTC22,chr1,-,54779711,54801323
LEXM,chr1,+,54806062,54842252
DHCR24,chr1,-,54849626,54887195
TMEM61,chr1,+,54980627,54992288
BSND,chr1,+,54998932,55017172
PCSK9,chr1,+,55039446,55064852
USP24,chr1,-,55066358,55215364
ENSG00000284686,chr1,-,56173432,56524495
PLPP3,chr1,-,56494760,56645301
PRKAA2,chr1,+,56645313,56715335
FYB2,chr1,-,56718788,56819696
C8A,chr1,+,56854767,56918223
C8B,chr1,-,56929206,56974383
DAB1,chr1,-,56994777,58546734
OMA1,chr1,-,58415383,58546802
TACSTD2,chr1,-,58575432,58577252
MYSM1,chr1,-,58643439,58700077
JUN,chr1,-,58776844,58784048
FGGY,chr1,+,59296637,59810647
HOOK1,chr1,+,59814785,59876322
CYP2J2,chr1,-,59893307,59926773
C1orf87,chr1,-,59987268,60073770
NFIA,chr1,+,60865258,61462788
TM2D1,chr1,-,61681045,61725423
PATJ,chr1,+,61742476,62178675
L1TD1,chr1,+,62194848,62212328
KANK4,chr1,-,62236164,62319434
USP1,chr1,+,62436296,62451804
DOCK7,chr1,-,62454297,62688386
ANGPTL3,chr1,+,62597519,62606313
ATG4C,chr1,+,62784131,62865516
FOXD3,chr1,+,63322566,63325128
ALG6,chr1,+,63367574,63438553
ITGB3BP,chr1,-,63440769,63593721
EFCAB7,chr1,+,63523371,63572693
PGM1,chr1,+,63593410,63660245
ROR1,chr1,+,63774016,64181498
UBE2U,chr1,+,64203622,64267368
CACHD1,chr1,+,64470128,64693058
RAVER2,chr1,+,64745074,64833232
JAK1,chr1,-,64833228,65067754
AK4,chr1,+,65147548,65232145
DNAJC6,chr1,+,65248218,65415871
LEPROT,chr1,+,65420586,65436007
LEPR,chr1,+,65420651,65641559
PDE4B,chr1,+,65792513,66374579
SGIP1,chr1,+,66533266,66751139
DYNLT5,chr1,+,66752458,66779047
INSL5,chr1,-,66797739,66801276
DNAI4,chr1,-,66812884,66924856
MIER1,chr1,+,66924894,66988619
SLC35D1,chr1,-,66999349,67054148
C1orf141,chr1,-,67092164,67231853
IL23R,chr1,+,67138906,67259979
IL12RB2,chr1,+,67307363,67398724
SERBP1,chr1,-,67407809,67430415
GADD45A,chr1,+,67685200,67688334
GNG12,chr1,-,67701474,67833467
DIRAS3,chr1,-,68045885,68051717
WLS,chr1,-,68098472,68233120
RPE65,chr1,-,68428821,68449954
DEPDC1,chr1,-,68474151,68497221
LRRC7,chr1,+,69567921,70151945
LRRC40,chr1,-,70144804,70205579
SRSF11,chr1,+,70205681,70253052
ANKRD13C,chr1,-,70258998,70354734
CTH,chr1,+,70411217,70439851
PTGER3,chr1,-,70852352,71047816
ZRANB2,chr1,-,71063290,71081289
NEGR1,chr1,-,71395942,72282539
LRRIQ3,chr1,-,74026014,74198187
FPGT-TNNI3K,chr1,+,74198234,74544393
FPGT,chr1,+,74198237,74234086
TNNI3K,chr1,+,74235386,74544428
LRRC53,chr1,-,74469375,74512611
ERICH3,chr1,-,74568116,74673792
CRYZ,chr1,-,74705481,74733408
TYW3,chr1,+,74733151,74766678
LHX8,chr1,+,75128433,75161533
SLC44A5,chr1,-,75202128,75611114
ACADM,chr1,+,75724430,75787575
RABGGTB,chr1,+,75786196,75795086
MSH4,chr1,+,75796881,75913242
ASB17,chr1,-,75918872,75932404
ST6GALNAC3,chr1,+,76074745,76634603
ST6GALNAC5,chr1,+,76867479,77067546
PIGK,chr1,-,77088988,77219430
AK5,chr1,+,77282018,77559966
ZZZ3,chr1,-,77562415,77683419
USP33,chr1,-,77695986,77759852
MIGA1,chr1,+,77779623,77879540
NEXN,chr1,+,77888512,77943895
FUBP1,chr1,-,77944054,77979110
DNAJB4,chr1,+,77979174,78017964
GIPC2,chr1,+,77979541,78138444
PTGFR,chr1,+,78303883,78540701
IFI44L,chr1,+,78619901,78646145
IFI44,chr1,+,78649795,78664078
ADGRL4,chr1,-,78889763,79282124
ADGRL2,chr1,+,81306146,81993932
TTLL7,chr1,-,83865023,83999150
PRKACB,chr1,+,84078061,84238498
SAMD13,chr1,+,84298365,84389957
DNASE2B,chr1,+,84398483,84415018
RPF1,chr1,+,84479258,84498352
GNG5,chr1,-,84498322,84506581
SPATA1,chr1,+,84506299,84566194
CTBS,chr1,-,84549610,84574480
SSX2IP,chr1,-,84643705,84690803
LPAR3,chr1,-,84811601,84893206
MCOLN2,chr1,-,84925582,84997113
DNAI3,chr1,+,84999146,85133138
MCOLN3,chr1,-,85018081,85048500
SYDE2,chr1,-,85156888,85201724
C1orf52,chr1,-,85249952,85259672
BCL10,chr1,-,85265775,85276632
DDAH1,chr1,-,85318480,85578363
CCN1,chr1,+,85580760,85584589
ZNHIT6,chr1,-,85649416,85708433
COL24A1,chr1,-,85729232,86156943
ODF2L,chr1,-,86346823,86396342
CLCA2,chr1,+,86424170,86456553
CLCA1,chr1,+,86468367,86500259
CLCA4,chr1,+,86547077,86580754
SH3GLB1,chr1,+,86704569,86748184
SELENOF,chr1,-,86862444,86914424
HS2ST1,chr1,+,86914634,87109982
ENSG00000267561,chr1,+,86993008,87169204
LMO4,chr1,+,87328879,87348923
PKN2,chr1,+,88684221,88836255
GTF2B,chr1,-,88852632,88891944
KYAT3,chr1,-,88935772,88992953
RBMXL1,chr1,-,88979455,88992960
GBP3,chr1,-,89006678,89022894
GBP1,chr1,-,89051881,89065360
GBP2,chr1,-,89106131,89150456
GBP7,chr1,-,89131741,89176009
GBP4,chr1,-,89181143,89198942
GBP5,chr1,-,89256188,89272860
GBP6,chr1,+,89364058,89388160
LRRC8B,chr1,+,89524828,89597861
ENSG00000288629,chr1,+,89579591,89579654
LRRC8C,chr1,+,89633071,89769903
ENSG00000271949,chr1,+,89633139,89933250
LRRC8D,chr1,+,89821013,89936611
ZNF326,chr1,+,89995109,90035533
BARHL2,chr1,-,90711538,90717302
ZNF644,chr1,-,90915297,91022272
HFM1,chr1,-,91260765,91404856
CDC7,chr1,+,91500850,91525764
TGFBR3,chr1,-,91680342,91906335
BRDT,chr1,+,91949342,92014426
EPHX4,chr1,+,92029984,92063538
SETSIP,chr1,-,92074532,92075411
BTBD8,chr1,+,92080304,92184725
C1orf146,chr1,+,92217914,92245813
GLMN,chr1,-,92246401,92298987
RPAP2,chr1,+,92299058,92402056
GFI1,chr1,-,92473042,92486925
EVI5,chr1,-,92508695,92792404
RPL5,chr1,+,92832012,92841924
DIPK1A,chr1,-,92832736,92961522
MTF2,chr1,+,93079234,93139079
TMED5,chr1,-,93149741,93180516
CCDC18,chr1,+,93179918,93278730
DR1,chr1,+,93345906,93369493
FNBP1L,chr1,+,93448117,93554661
BCAR3,chr1,-,93561740,93847150
DNTTIP2,chr1,-,93866283,93879918
GCLM,chr1,-,93885198,93909456
ABCA4,chr1,-,93992833,94121148
ARHGAP29,chr1,-,94148987,94275068
ABCD3,chr1,+,94418388,94518666
F3,chr1,-,94529172,94541759
SLC44A3,chr1,+,94820341,94895246
CNN3,chr1,-,94896948,94927223
ALG14,chr1,-,94974404,95072951
TLCD4,chr1,+,95117354,95197607
TLCD4-RWDD3,chr1,+,95117922,95247225
RWDD3,chr1,+,95234209,95247225
PTBP2,chr1,+,96721664,96823738
DPYD,chr1,-,97077742,97995000
SNX7,chr1,+,98661700,98760500
PLPPR5,chr1,-,98890244,99227929
PLPPR4,chr1,+,99264291,99309590
PALMD,chr1,+,99646112,99694541
FRRS1,chr1,-,99703969,99766635
AGL,chr1,+,99850360,99924023
SLC35A3,chr1,+,99969350,100035634
ENSG00000283761,chr1,+,99970010,100083321
MFSD14A,chr1,+,100038094,100083377
SASS6,chr1,-,100083562,100132955
TRMT13,chr1,+,100133149,100150496
LRRC39,chr1,-,100148447,100178273
DBT,chr1,-,100186918,100249834
RTCA,chr1,+,100266215,100292769
CDC14A,chr1,+,100345000,100520277
GPR88,chr1,+,100538138,100542021
VCAM1,chr1,+,100719741,100739045
EXTL2,chr1,-,100872371,100895179
SLC30A7,chr1,+,100896075,100981757
DPH5,chr1,-,100989622,101026088
S1PR1,chr1,+,101236864,101243713
OLFM3,chr1,-,101802559,101996926
COL11A1,chr1,-,102876466,103108872
RNPC3,chr1,+,103525690,103555239
AMY2B,chr1,+,103553814,103579534
AMY2A,chr1,+,103617426,103625780
AMY1A,chr1,+,103655759,103664554
AMY1B,chr1,-,103687414,103696454
AMY1C,chr1,+,103745322,103758726
PRMT6,chr1,+,107056673,107067636
NTNG1,chr1,+,107140006,107484923
VAV3,chr1,-,107571160,107965180
SLC25A24,chr1,-,108134042,108200849
NBPF4,chr1,-,108222463,108244081
NBPF6,chr1,+,108450281,108471920
FAM102B,chr1,+,108560088,108644900
HENMT1,chr1,-,108648289,108661526
PRPF38B,chr1,+,108692309,108702928
FNDC7,chr1,+,108712907,108742749
STXBP3,chr1,+,108746673,108809523
AKNAD1,chr1,-,108815897,108963484
GPSM2,chr1,+,108875349,108934545
CLCC1,chr1,-,108881884,108963527
WDR47,chr1,-,108970213,109042113
TAF13,chr1,-,109062495,109076012
TMEM167B,chr1,+,109090763,109096934
CFAP276,chr1,-,109105950,109113857
ELAPOR1,chr1,+,109113678,109206781
SARS1,chr1,+,109213917,109238182
CELSR2,chr1,+,109249538,109275751
PSRC1,chr1,-,109279555,109283186
MYBPHL,chr1,-,109292364,109307011
SORT1,chr1,-,109309567,109397918
PSMA5,chr1,-,109399041,109426448
SYPL2,chr1,+,109466545,109482134
ATXN7L2,chr1,+,109483478,109492804
CYB561D1,chr1,+,109494051,109502932
AMIGO1,chr1,-,109504177,109509738
GPR61,chr1,+,109539871,109548406
GNAI3,chr1,+,109548614,109600195
GNAT2,chr1,-,109603090,109619929
AMPD2,chr1,+,109616103,109632051
GSTM4,chr1,+,109656098,109674836
GSTM2,chr1,+,109668021,109709551
GSTM1,chr1,+,109687813,109709039
GSTM5,chr1,+,109711779,109775428
GSTM3,chr1,-,109733931,109741038
EPS8L3,chr1,-,109750079,109764027
CSF1,chr1,+,109910241,109930992
AHCYL1,chr1,+,109984764,110023742
STRIP1,chr1,+,110031576,110074641
ALX3,chr1,-,110059869,110070672
UBL4B,chr1,+,110112442,110113947
SLC6A17,chr1,+,110150493,110202202
KCNC4,chr1,+,110210313,110283100
RBM15,chr1,+,110338505,110346681
SLC16A4,chr1,-,110362850,110391082
LAMTOR5,chr1,-,110401248,110407942
PROK1,chr1,+,110451148,110457358
KCNA10,chr1,-,110517216,110519175
KCNA2,chr1,-,110519836,110631474
KCNA3,chr1,-,110672464,110674940
CD53,chr1,+,110871187,110899922
LRIF1,chr1,-,110947189,110963965
DRAM2,chr1,-,111117162,111140203
CEPT1,chr1,+,111139626,111185104
DENND2D,chr1,-,111185968,111204535
CHI3L2,chr1,+,111200770,111243440
CHIA,chr1,+,111290850,111320566
PIFO,chr1,+,111346599,111353013
OVGP1,chr1,-,111414318,111427735
WDR77,chr1,-,111439889,111449256
ATP5PB,chr1,+,111448863,111462773
C1orf162,chr1,+,111473791,111478512
TMIGD3,chr1,-,111483347,111563962
ADORA3,chr1,-,111499428,111503633
RAP1A,chr1,+,111542217,111716691
INKA2,chr1,-,111680629,111755824
DDX20,chr1,+,111754831,111775602
KCND3,chr1,-,111770661,111989668
CTTNBP2NL,chr1,+,112396213,112463456
WNT2B,chr1,+,112466540,112530165
ST7L,chr1,-,112523513,112620825
CAPZA1,chr1,+,112619804,112671616
MOV10,chr1,+,112673140,112700756
RHOC,chr1,-,112701126,112707434
ENSG00000271810,chr1,-,112702613,112711433
PPM1J,chr1,-,112709993,112715332
TAFA3,chr1,+,112718904,112727235
SLC16A1,chr1,-,112911846,112957593
LRIG2,chr1,+,113073197,113132260
MAGI3,chr1,+,113390514,113685923
PHTF1,chr1,-,113696830,113759489
RSBN1,chr1,-,113761831,113812476
PTPN22,chr1,-,113813810,113871753
BCL2L15,chr1,-,113876815,113887581
AP4B1,chr1,-,113894193,113905201
DCLRE1B,chr1,+,113905212,113914086
HIPK1,chr1,+,113929323,113977869
OLFML3,chr1,+,113979390,114035572
SYT6,chr1,-,114089290,114153880
TRIM33,chr1,-,114392789,114511203
BCAS2,chr1,-,114567556,114581629
DENND2C,chr1,-,114582847,114670422
AMPD1,chr1,-,114673089,114695618
NRAS,chr1,-,114704468,114716771
CSDE1,chr1,-,114716912,114758676
SIKE1,chr1,-,114769478,114780685
SYCP1,chr1,+,114854862,114995370
TSHB,chr1,+,115029825,115034302
TSPAN2,chr1,-,115048010,115089503
NGF,chr1,-,115285903,115338770
VANGL1,chr1,+,115641969,115698224
CASQ2,chr1,-,115700020,115768714
NHLH2,chr1,-,115836376,115843917
SLC22A15,chr1,+,115976512,116070054
MAB21L3,chr1,+,116111398,116138149
ATP1A1,chr1,+,116372667,116410261
CD58,chr1,-,116514533,116571039
IGSF3,chr1,-,116574398,116667755
CD2,chr1,+,116754429,116769229
PTGFRN,chr1,+,116909915,116990353
CD101,chr1,+,117001749,117036552
TTF2,chr1,+,117060325,117107453
TRIM45,chr1,-,117111059,117122587
VTCN1,chr1,-,117143586,117210960
MAN1A2,chr1,+,117367448,117528872
TENT5C,chr1,+,117606047,117628389
GDAP2,chr1,-,117863484,117929621
WDR3,chr1,+,117929719,117966543
SPAG17,chr1,-,117953589,118185228
TBX15,chr1,-,118883045,118989556
WARS2,chr1,-,119031215,119140654
HAO2,chr1,+,119368778,119394130
HSD3B2,chr1,+,119414930,119423035
HSD3B1,chr1,+,119507197,119515054
ZNF697,chr1,-,119619376,119648266
PHGDH,chr1,+,119648410,119744218
HMGCS2,chr1,-,119748001,119768905
REG4,chr1,-,119794016,119811580
ADAM30,chr1,-,119893532,119896515
NOTCH2,chr1,-,119911552,120100779
SEC22B,chr1,-,120150897,120176520
NOTCH2NLR,chr1,+,120723911,120793882
NBPF26,chr1,+,120723948,120842110
PPIAL4A,chr1,+,120889770,120890530
FCGR1B,chr1,+,121087344,121097161
FAM72B,chr1,-,121167645,121185539
SRGAP2C,chr1,+,121184810,121392874
H3-2,chr1,-,143894543,143905977
FAM72C,chr1,-,143955286,143971986
PPIAL4E,chr1,-,144372874,144373634
NBPF15,chr1,-,144421389,144461676
PPIAL4F,chr1,+,144592892,144593652
SRGAP2B,chr1,-,144887264,145095528
FAM72D,chr1,+,145095973,145112696
PPIAL4D,chr1,-,145241414,145242174
NBPF20,chr1,-,145289899,145405567
GPR89A,chr1,+,145607987,145670650
PDZK1,chr1,-,145670851,145708148
CD160,chr1,+,145719470,145739288
RNF115,chr1,-,145738867,145824095
POLR3C,chr1,+,145824087,145844402
NUDT17,chr1,+,145845629,145848954
PIAS3,chr1,-,145848521,145859836
ANKRD35,chr1,-,145866559,145885866
ITGA10,chr1,-,145891207,145910111
PEX11B,chr1,-,145911349,145918717
ENSG00000289565,chr1,-,145917713,145926741
RBM8A,chr1,-,145921555,145927678
ENSG00000280778,chr1,+,145927257,145977811
LIX1L,chr1,-,145933422,145958017
ANKRD34A,chr1,-,145959440,145964575
POLR3GL,chr1,+,145964689,145978848
TXNIP,chr1,-,145992434,145996579
HJV,chr1,-,146017467,146036746
NBPF10,chr1,-,146064710,146229000
NOTCH2NLA,chr1,-,146146202,146229041
PPIAL4H,chr1,-,146344005,146344765
NBPF12,chr1,+,146938743,146996202
PRKAB2,chr1,-,147155105,147172550
FMO5,chr1,-,147175350,147243050
CHD1L,chr1,+,147242653,147295765
BCL9,chr1,+,147541500,147626216
ENSG00000288626,chr1,+,147611589,147611796
ACP6,chr1,-,147629651,147670524
GJA5,chr1,-,147756198,147773362
GJA8,chr1,+,147902794,147909269
GPR89B,chr1,+,147928392,147993592
NBPF11,chr1,-,148102046,148152322
PPIAL4G,chr1,-,148482547,148483302
NBPF14,chr1,-,148531384,148679742
NOTCH2NLB,chr1,-,148607039,148679779
NUDT4B,chr1,+,148748773,148752415
PDE4DIP,chr1,+,148808139,149048286
NBPF9,chr1,-,149054026,149103561
NOTCH2NLC,chr1,+,149390620,149471833
ENSG00000286185,chr1,+,149390622,149556361
NBPF19,chr1,+,149475044,149556361
PPIAL4C,chr1,+,149583847,149584607
FCGR1A,chr1,+,149782670,149791675
H2BC18,chr1,-,149782688,149812373
H3C13,chr1,-,149813224,149813693
H4C14,chr1,+,149832656,149839767
H3C14,chr1,-,149840686,149841208
H2AC18,chr1,-,149842217,149842750
H2AC19,chr1,+,149851060,149851594
H3C15,chr1,+,149852607,149853125
H4C15,chr1,-,149854044,149861159
H2BC21,chr1,-,149884458,149886682
H2AC20,chr1,+,149886917,149887411
H2AC21,chr1,-,149887468,149887965
BOLA1,chr1,+,149887889,149900798
SV2A,chr1,-,149903317,149917844
SF3B4,chr1,-,149923316,149927803
MTMR11,chr1,-,149928650,149936879
OTUD7B,chr1,-,149937811,150010726
VPS45,chr1,+,150067278,150145329
PLEKHO1,chr1,+,150149182,150164720
ANP32E,chr1,-,150218416,150236156
CA14,chr1,+,150257250,150265078
APH1A,chr1,-,150265398,150269580
C1orf54,chr1,+,150268199,150280916
CIART,chr1,+,150282542,150287093
MRPS21,chr1,+,150293860,150308979
PRPF3,chr1,+,150321478,150353233
RPRD2,chr1,+,150363090,150476566
TARS2,chr1,+,150487413,150507602
ECM1,chr1,+,150508061,150513789
ADAMTSL4,chr1,+,150549368,150560937
MCL1,chr1,-,150560894,150579738
ENSA,chr1,-,150600850,150629612
GOLPH3L,chr1,-,150646229,150697154
HORMAD1,chr1,-,150698059,150720895
CTSS,chr1,-,150730078,150765957
CTSK,chr1,-,150794879,150809577
ARNT,chr1,-,150809712,150876708
CTXND2,chr1,+,150887135,150913292
SETDB1,chr1,+,150926262,150964744
CERS2,chr1,-,150960582,150975003
ANXA9,chr1,+,150982248,150995634
MINDY1,chr1,-,150996548,151008376
PRUNE1,chr1,+,151008419,151035713
BNIPL,chr1,+,151036320,151047720
C1orf56,chr1,+,151047750,151051986
CDC42SE1,chr1,-,151050970,151070325
MLLT11,chr1,+,151060396,151069544
GABPB2,chr1,+,151070577,151125542
SEMA6C,chr1,-,151131684,151146631
TNFAIP8L2,chr1,+,151156648,151159749
SCNM1,chr1,+,151156663,151170296
LYSMD1,chr1,-,151159747,151165948
TMOD4,chr1,-,151169985,151176284
VPS72,chr1,-,151176303,151195321
PIP5K1A,chr1,+,151197948,151249536
PSMD4,chr1,+,151254708,151267479
ZNF687,chr1,+,151281617,151292176
PI4KB,chr1,-,151291796,151327715
RFX5,chr1,-,151340639,151347326
SELENBP1,chr1,-,151364303,151372707
PSMB4,chr1,+,151399559,151401937
POGZ,chr1,-,151402723,151459494
CGN,chr1,+,151510509,151538692
TUFT1,chr1,+,151540304,151583583
SNX27,chr1,+,151612005,151699091
CELF3,chr1,-,151700057,151716803
RIIAD1,chr1,+,151710432,151729805
MRPL9,chr1,-,151759646,151763496
OAZ3,chr1,+,151762898,151771334
TDRKH,chr1,-,151770106,151791416
LINGO4,chr1,-,151800263,151805419
RORC,chr1,-,151806070,151831845
C2CD4D,chr1,-,151837817,151840557
THEM5,chr1,-,151847100,151853712
THEM4,chr1,-,151870865,151909637
S100A10,chr1,-,151982914,151993859
S100A11,chr1,-,152032505,152047907
TCHHL1,chr1,-,152084140,152089064
TCHH,chr1,-,152106316,152115444
RPTN,chr1,-,152153594,152159228
HRNR,chr1,-,152212075,152224193
FLG,chr1,-,152302164,152325239
FLG2,chr1,-,152348734,152360006
CRNN,chr1,-,152409242,152414263
LCE5A,chr1,+,152510802,152512177
CRCT1,chr1,+,152514481,152516008
LCE3E,chr1,-,152565653,152566780
LCE3D,chr1,-,152579380,152580516
LCE3C,chr1,+,152600233,152601086
LCE3B,chr1,+,152613810,152614098
LCE3A,chr1,-,152622833,152623103
LCE2D,chr1,+,152663379,152664659
LCE2C,chr1,+,152675278,152676569
LCE2B,chr1,+,152686122,152687397
LCE2A,chr1,+,152698344,152699442
LCE4A,chr1,+,152708159,152709434
C1orf68,chr1,+,152719521,152720470
KPRP,chr1,+,152758024,152762056
LCE1F,chr1,+,152775139,152777024
LCE1E,chr1,+,152786213,152788426
LCE1D,chr1,+,152796720,152798181
LCE1C,chr1,-,152804831,152806651
LCE1B,chr1,+,152811970,152813108
LCE1A,chr1,+,152827472,152828097
LCE6A,chr1,+,152842855,152843983
ENSG00000285946,chr1,+,152859995,152860985
SMCP,chr1,+,152878321,152885047
IVL,chr1,+,152908545,152911886
SPRR5,chr1,+,152947153,152949258
SPRR4,chr1,+,152970647,152972574
SPRR1A,chr1,+,152984080,152985814
SPRR3,chr1,+,153001746,153003856
SPRR1B,chr1,+,153031202,153032900
SPRR2D,chr1,-,153039731,153041931
SPRR2A,chr1,-,153056119,153057512
SPRR2B,chr1,-,153070225,153071611
SPRR2E,chr1,-,153093134,153106184
SPRR2F,chr1,-,153112120,153113516
SPRR2G,chr1,-,153149581,153150890
LELP1,chr1,+,153203429,153205120
PRR9,chr1,+,153217583,153219310
LORICRIN,chr1,+,153259686,153262124
PGLYRP3,chr1,-,153297115,153312952
PGLYRP4,chr1,-,153330119,153348841
S100A9,chr1,+,153357853,153361023
S100A12,chr1,-,153373710,153375621
S100A8,chr1,-,153390031,153391073
S100A7A,chr1,+,153416519,153423222
S100A7L2,chr1,-,153437057,153439949
S100A7,chr1,-,153457743,153460651
S100A6,chr1,-,153534598,153536244
S100A5,chr1,-,153537146,153541765
S100A4,chr1,-,153543612,153550136
S100A3,chr1,-,153547328,153549258
S100A2,chr1,-,153561107,153567890
S100A16,chr1,-,153606885,153613145
S100A14,chr1,-,153614254,153616986
S100A13,chr1,-,153618786,153631360
S100A1,chr1,+,153627925,153632039
CHTOP,chr1,+,153633981,153646306
SNAPIN,chr1,+,153658702,153661852
ILF2,chr1,-,153661787,153671028
NPR1,chr1,+,153678687,153693992
INTS3,chr1,+,153728049,153774808
SLC27A3,chr1,+,153774353,153780157
GATAD2B,chr1,-,153789029,153923360
DENND4B,chr1,-,153929500,153946718
CRTC2,chr1,-,153947668,153958615
SLC39A1,chr1,-,153959098,153968184
ENSG00000285779,chr1,-,153959150,153975887
CREB3L4,chr1,+,153967533,153974361
JTB,chr1,-,153974268,153977674
ENSG00000285641,chr1,-,153975849,153986246
RAB13,chr1,-,153981616,153986358
RPS27,chr1,+,153990761,153992155
NUP210L,chr1,-,153992684,154155116
TPM3,chr1,-,154155303,154194648
CFAP141,chr1,-,154199084,154206333
C1orf43,chr1,-,154206695,154220637
UBAP2L,chr1,+,154220178,154271510
HAX1,chr1,+,154272588,154275875
AQP10,chr1,+,154321089,154325325
ATP8B2,chr1,+,154325524,154351304
IL6R,chr1,+,154405192,154469450
SHE,chr1,-,154469771,154502412
TDRD10,chr1,+,154502218,154548147
UBE2Q1,chr1,-,154548576,154559028
CHRNB2,chr1,+,154567777,154580013
ADAR,chr1,-,154581694,154628013
KCNN3,chr1,-,154697454,154870281
PMVK,chr1,-,154924739,154936719
PBXIP1,chr1,-,154944075,154956123
PYGO2,chr1,-,154957025,154963853
SHC1,chr1,-,154962297,154974395
CKS1B,chr1,+,154974652,154979251
FLAD1,chr1,+,154983337,154993111
LENEP,chr1,+,154993585,154994315
ZBTB7B,chr1,+,155002629,155018523
DCST2,chr1,-,155018519,155033781
DCST1,chr1,+,155033823,155050930
ADAM15,chr1,+,155050565,155062775
EFNA4,chr1,+,155063736,155069553
ENSG00000251246,chr1,+,155063747,155086807
EFNA3,chr1,+,155078836,155087538
EFNA1,chr1,+,155127875,155134899
SLC50A1,chr1,+,155135343,155138857
DPM3,chr1,-,155139890,155140595
KRTCAP2,chr1,-,155169407,155173475
ENSG00000273088,chr1,-,155169408,155187272
TRIM46,chr1,+,155173786,155184971
MUC1,chr1,-,155185823,155192916
THBS3,chr1,-,155195587,155209051
MTX1,chr1,+,155208694,155213824
GBA,chr1,-,155234451,155244699
FAM189B,chr1,-,155247204,155255483
SCAMP3,chr1,-,155255978,155262430
CLK2,chr1,-,155262867,155278491
HCN3,chr1,+,155277462,155289848
PKLR,chr1,-,155289292,155301438
FDPS,chr1,+,155308747,155320666
RUSC1,chr1,+,155320893,155331114
ASH1L,chr1,-,155335267,155563162
MSTO1,chr1,+,155610204,155614951
YY1AP1,chr1,-,155659442,155689000
DAP3,chr1,+,155687959,155739010
GON4L,chr1,-,155749658,155859400
SYT11,chr1,+,155859566,155885199
RIT1,chr1,-,155897807,155911404
KHDC4,chr1,-,155913044,155934413
RXFP4,chr1,+,155941637,155943087
ARHGEF2,chr1,-,155946850,156007070
SSR2,chr1,-,156009047,156020951
UBQLN4,chr1,-,156035298,156053798
LAMTOR2,chr1,+,156054781,156058506
RAB25,chr1,+,156061159,156070504
MEX3A,chr1,-,156072012,156082465
LMNA,chr1,+,156082572,156140081
SEMA4A,chr1,+,156147365,156177752
SLC25A44,chr1,+,156193931,156212796
PMF1-BGLAP,chr1,+,156212981,156243332
PMF1,chr1,+,156212992,156240042
BGLAP,chr1,+,156242183,156243317
PAQR6,chr1,-,156243319,156248117
SMG5,chr1,-,156249223,156282825
TMEM79,chr1,+,156282934,156293185
GLMP,chr1,-,156290088,156295689
VHLL,chr1,-,156298623,156299307
CCT3,chr1,-,156308967,156367873
TSACC,chr1,+,156337313,156346995
RHBG,chr1,+,156369210,156385219
MEF2D,chr1,-,156463726,156500779
IQGAP3,chr1,-,156525404,156572604
TTC24,chr1,+,156579722,156587719
NAXE,chr1,+,156591755,156609507
GPATCH4,chr1,-,156594300,156601496
HAPLN2,chr1,+,156619330,156625725
BCAN,chr1,+,156641389,156659532
NES,chr1,-,156668762,156677407
CRABP2,chr1,-,156699605,156705816
ISG20L2,chr1,-,156721890,156728766
METTL25B,chr1,+,156728441,156736960
MRPL24,chr1,-,156737302,156741590
HDGF,chr1,-,156742108,156766925
PRCC,chr1,+,156750609,156800815
SH2D2A,chr1,-,156806242,156816848
NTRK1,chr1,+,156815639,156881850
INSRR,chr1,-,156840062,156859117
PEAR1,chr1,+,156893697,156916429
LRRC71,chr1,+,156920631,156933094
ARHGEF11,chr1,-,156934839,157045742
ETV3L,chr1,-,157092042,157112412
ETV3,chr1,-,157121190,157138474
FCRL5,chr1,-,157513376,157552515
FCRL4,chr1,-,157573746,157598085
FCRL3,chr1,-,157674320,157700769
FCRL2,chr1,-,157745732,157777132
FCRL1,chr1,-,157794402,157820120
CD5L,chr1,-,157830910,157898256
KIRREL1,chr1,+,157993272,158100262
SMIM42,chr1,-,158127286,158128301
CD1D,chr1,+,158178029,158186427
CD1A,chr1,+,158254423,158258269
CD1C,chr1,+,158289922,158294774
