Gene stable ID	Gene stable ID version	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	Gene name
ENSG00000169271	ENSG00000169271.3	54455699	54456377	5	HSPB3
ENSG00000157557	ENSG00000157557.13	38805183	38824955	21	ETS2
ENSG00000134363	ENSG00000134363.12	53480626	53487134	5	FST
ENSG00000165609	ENSG00000165609.13	12165330	12196144	10	NUDT5
ENSG00000284465	ENSG00000284465.1	17585162	17585758	5	TAF11L7
ENSG00000198355	ENSG00000198355.5	49960768	49964072	22	PIM3
ENSG00000284373	ENSG00000284373.1	17498231	17498827	5	TAF11L2
ENSG00000134490	ENSG00000134490.14	23197144	23437961	18	TMEM241
ENSG00000112964	ENSG00000112964.14	42423439	42721878	5	GHR
ENSG00000149100	ENSG00000149100.13	32583798	32606264	11	EIF3M
ENSG00000054803	ENSG00000054803.4	55997357	56005519	20	CBLN4
ENSG00000054793	ENSG00000054793.14	51596514	51768390	20	ATP9A
ENSG00000157551	ENSG00000157551.19	38155549	38307357	21	KCNJ15
ENSG00000171044	ENSG00000171044.11	10896045	11201833	8	XKR6
ENSG00000166478	ENSG00000166478.10	9460319	9528524	11	ZNF143
ENSG00000205593	ENSG00000205593.12	50309030	50327012	22	DENND6B
ENSG00000147437	ENSG00000147437.10	25419258	25424654	8	GNRH1
ENSG00000125970	ENSG00000125970.12	33993646	34108308	20	RALY
ENSG00000205758	ENSG00000205758.12	33589341	33643926	21	CRYZL1
ENSG00000070778	ENSG00000070778.13	88465778	88555007	14	PTPN21
ENSG00000183379	ENSG00000183379.9	74405894	74426210	14	SYNDIG1L
ENSG00000100422	ENSG00000100422.14	46684410	46738252	22	CERK
ENSG00000113100	ENSG00000113100.10	26880597	27121150	5	CDH9
ENSG00000100523	ENSG00000100523.16	53036745	53153323	14	DDHD1
ENSG00000176244	ENSG00000176244.7	15075475	15088776	10	ACBD7
ENSG00000123243	ENSG00000123243.15	7559270	7666998	10	ITIH5
ENSG00000100239	ENSG00000100239.16	50343304	50445090	22	PPP6R2
ENSG00000151388	ENSG00000151388.11	33523535	33892019	5	ADAMTS12
ENSG00000156239	ENSG00000156239.12	28872191	28885371	21	N6AMT1
ENSG00000036473	ENSG00000036473.8	38352586	38421446	X	OTC
ENSG00000147041	ENSG00000147041.12	38006553	38128819	X	SYTL5
ENSG00000234602	ENSG00000234602.9	55219564	55227315	5	MCIDAS
ENSG00000154736	ENSG00000154736.6	26917922	26967088	21	ADAMTS5
ENSG00000260314	ENSG00000260314.3	17809348	17911164	10	MRC1
ENSG00000145626	ENSG00000145626.12	35951006	36001028	5	UGT3A1
ENSG00000168575	ENSG00000168575.10	42416475	42541926	8	SLC20A2
ENSG00000214943	ENSG00000214943.5	31482875	31488039	14	GPR33
ENSG00000224960	ENSG00000224960.5	27460207	27463341	X	PPP4R3C
ENSG00000139921	ENSG00000139921.13	51240162	51257655	14	TMX1
ENSG00000157617	ENSG00000157617.17	41885112	41954018	21	C2CD2
ENSG00000173698	ENSG00000173698.18	18989307	19122637	X	ADGRG2
ENSG00000145526	ENSG00000145526.12	19471296	20575873	5	CDH18
ENSG00000124216	ENSG00000124216.4	49982980	49988886	20	SNAI1
ENSG00000104611	ENSG00000104611.12	19313693	19396218	8	SH2D4A
ENSG00000109851	ENSG00000109851.7	20156155	20160475	11	DBX1
ENSG00000129151	ENSG00000129151.9	27040725	27127809	11	BBOX1
ENSG00000107611	ENSG00000107611.16	16823966	17129811	10	CUBN
ENSG00000101194	ENSG00000101194.18	62952707	62969585	20	SLC17A9
ENSG00000173276	ENSG00000173276.14	41986831	42010387	21	ZBTB21
ENSG00000206579	ENSG00000206579.9	55102028	55542054	8	XKR4
ENSG00000183638	ENSG00000183638.6	10606349	10712187	8	RP1L1
ENSG00000159228	ENSG00000159228.13	36069941	36073166	21	CBR1
ENSG00000132825	ENSG00000132825.7	59936663	59940305	20	PPP1R3D
ENSG00000240694	ENSG00000240694.9	26504701	26514092	8	PNMA2
ENSG00000159231	ENSG00000159231.6	36135079	36146562	21	CBR3
ENSG00000101182	ENSG00000101182.15	62136733	62143440	20	PSMA7
ENSG00000183530	ENSG00000183530.14	31676256	31750140	22	PRR14L
ENSG00000258817	ENSG00000258817.1	49952391	49953419	11	OR4C13
ENSG00000159216	ENSG00000159216.19	34787801	36004667	21	RUNX1
ENSG00000254087	ENSG00000254087.8	55879835	56014169	8	LYN
ENSG00000151320	ENSG00000151320.11	32329298	32837684	14	AKAP6
ENSG00000184937	ENSG00000184937.16	32387775	32435564	11	WT1
ENSG00000107614	ENSG00000107614.22	17137336	17202054	10	TRDMT1
ENSG00000188636	ENSG00000188636.4	44492583	44498233	22	RTL6
ENSG00000124215	ENSG00000124215.17	59958423	60034011	20	CDH26
ENSG00000133477	ENSG00000133477.17	39994954	40043534	22	FAM83F
ENSG00000100362	ENSG00000100362.13	36800684	36819479	22	PVALB
ENSG00000166979	ENSG00000166979.13	32412006	32515397	21	EVA1C
ENSG00000182858	ENSG00000182858.14	49900229	49918438	22	ALG12
ENSG00000147481	ENSG00000147481.17	49909789	50796692	8	SNTG1
ENSG00000197586	ENSG00000197586.13	25195693	25228075	20	ENTPD6
ENSG00000139874	ENSG00000139874.6	38207904	38213067	14	SSTR1
ENSG00000150637	ENSG00000150637.9	69831158	69961803	18	CD226
ENSG00000100321	ENSG00000100321.15	39349925	39385575	22	SYNGR1
ENSG00000165985	ENSG00000165985.10	16513734	16521879	10	C1QL3
ENSG00000260811	ENSG00000260811.3	50032874	50033794	11	OR4C45
ENSG00000101695	ENSG00000101695.9	32018825	32073219	18	RNF125
ENSG00000148481	ENSG00000148481.14	15778170	15860507	10	MINDY3
ENSG00000221954	ENSG00000221954.2	49981473	49982535	11	OR4C12
ENSG00000133818	ENSG00000133818.14	14277922	14364506	11	RRAS2
ENSG00000100095	ENSG00000100095.19	26169462	26383597	22	SEZ6L
ENSG00000165309	ENSG00000165309.14	22928024	23038523	10	ARMC3
ENSG00000262655	ENSG00000262655.4	13962723	14268133	11	SPON1
ENSG00000242220	ENSG00000242220.9	32497967	32587373	21	TCP10L
ENSG00000154640	ENSG00000154640.15	17593653	17612945	21	BTG3
ENSG00000172817	ENSG00000172817.4	64587763	64798737	8	CYP7B1
ENSG00000184900	ENSG00000184900.16	44805617	44818779	21	SUMO3
ENSG00000178538	ENSG00000178538.10	60185412	60281400	8	CA8
ENSG00000154719	ENSG00000154719.14	25585656	25607517	21	MRPL39
ENSG00000150867	ENSG00000150867.14	22534854	22714578	10	PIP4K2A
ENSG00000133874	ENSG00000133874.2	33547754	33567128	8	RNF122
ENSG00000205476	ENSG00000205476.9	99500190	99604207	14	CCDC85C
ENSG00000155307	ENSG00000155307.19	14485228	14658821	21	SAMSN1
ENSG00000080823	ENSG00000080823.23	102224500	102305190	14	MOK
ENSG00000198610	ENSG00000198610.11	5195462	5218949	10	AKR1C4
ENSG00000115705	ENSG00000115705.22	1374066	1543711	2	TPO
ENSG00000130701	ENSG00000130701.4	62410237	62427539	20	RBBP8NL
ENSG00000141934	ENSG00000141934.10	281040	291403	19	PLPP2
ENSG00000165061	ENSG00000165061.15	40530590	40897833	8	ZMAT4
ENSG00000100360	ENSG00000100360.15	36758202	36776256	22	IFT27
ENSG00000101439	ENSG00000101439.9	23626706	23638473	20	CST3
ENSG00000204740	ENSG00000204740.11	19048801	19790401	10	MALRD1
ENSG00000159263	ENSG00000159263.16	36699115	36749917	21	SIM2
ENSG00000121005	ENSG00000121005.9	74984505	75034558	8	CRISPLD1
ENSG00000148488	ENSG00000148488.17	17315421	17454595	10	ST8SIA6
ENSG00000154162	ENSG00000154162.15	21750673	22853344	5	CDH12
ENSG00000101193	ENSG00000101193.8	62938147	62948475	20	GID8
ENSG00000099812	ENSG00000099812.9	751112	764318	19	MISP
ENSG00000136750	ENSG00000136750.13	26216665	26304558	10	GAD2
ENSG00000100311	ENSG00000100311.17	39223359	39244982	22	PDGFB
ENSG00000183145	ENSG00000183145.9	37006150	37019662	21	RIPPLY3
ENSG00000124225	ENSG00000124225.16	57648392	57711536	20	PMEPA1
ENSG00000160208	ENSG00000160208.13	43659560	43696079	21	RRP1B
ENSG00000284234	ENSG00000284234.1	17525235	17525831	5	TAF11L5
ENSG00000070193	ENSG00000070193.5	44300247	44389706	5	FGF10
ENSG00000152932	ENSG00000152932.8	58582221	58859394	5	RAB3C
ENSG00000186732	ENSG00000186732.14	43411196	43507848	22	MPPED1
ENSG00000101365	ENSG00000101365.21	2658395	2664219	20	IDH3B
ENSG00000205030	ENSG00000205030.1	55827219	55828154	11	OR5L2
ENSG00000138964	ENSG00000138964.17	44172956	44219533	22	PARVG
ENSG00000086205	ENSG00000086205.18	49145092	49208638	11	FOLH1
ENSG00000104679	ENSG00000104679.12	23270120	23296279	8	R3HCC1
ENSG00000064687	ENSG00000064687.13	1039997	1065572	19	ABCA7
ENSG00000213231	ENSG00000213231.13	95686426	95692628	14	TCL1B
ENSG00000196663	ENSG00000196663.16	102362941	102502477	14	TECPR2
ENSG00000170571	ENSG00000170571.12	50396192	50443248	5	EMB
ENSG00000150051	ENSG00000150051.14	27672874	27746060	10	MKX
ENSG00000104722	ENSG00000104722.14	24913758	24919098	8	NEFM
ENSG00000131831	ENSG00000131831.18	17800049	17861337	X	RAI2
ENSG00000263761	ENSG00000263761.3	47322454	47327588	10	GDF2
ENSG00000169126	ENSG00000169126.16	27775186	27999079	10	ODAD2
ENSG00000164181	ENSG00000164181.14	60751791	60844274	5	ELOVL7
ENSG00000047230	ENSG00000047230.15	16587999	16712936	X	CTPS2
ENSG00000124164	ENSG00000124164.16	58389229	58451101	20	VAPB
ENSG00000147485	ENSG00000147485.13	51319577	51809445	8	PXDNL
ENSG00000100271	ENSG00000100271.17	43039516	43089419	22	TTLL1
ENSG00000213949	ENSG00000213949.10	52787916	52959209	5	ITGA1
ENSG00000100764	ENSG00000100764.14	90256527	90275429	14	PSMC1
ENSG00000160213	ENSG00000160213.9	43772511	43776330	21	CSTB
ENSG00000116017	ENSG00000116017.11	925781	975939	19	ARID3A
ENSG00000182463	ENSG00000182463.16	52972358	53495330	20	TSHZ2
ENSG00000160214	ENSG00000160214.13	43789513	43805293	21	RRP1
ENSG00000091656	ENSG00000091656.19	76681239	76867281	8	ZFHX4
ENSG00000132821	ENSG00000132821.12	37903111	37945350	20	VSTM2L
ENSG00000125384	ENSG00000125384.7	52314305	52328598	14	PTGER2
ENSG00000064932	ENSG00000064932.16	1107637	1174268	19	SBNO2
ENSG00000169906	ENSG00000169906.5	16650158	16654670	X	S100G
ENSG00000077943	ENSG00000077943.8	15513954	15719922	10	ITGA8
ENSG00000177182	ENSG00000177182.11	61057158	61501645	8	CLVS1
ENSG00000203883	ENSG00000203883.7	64047582	64049639	20	SOX18
ENSG00000154930	ENSG00000154930.15	25006230	25058980	20	ACSS1
ENSG00000130943	ENSG00000130943.7	46255663	46263343	22	PKDREJ
ENSG00000100124	ENSG00000100124.15	37830855	37849327	22	ANKRD54
ENSG00000171060	ENSG00000171060.11	10672628	10700590	8	C8orf74
ENSG00000066739	ENSG00000066739.12	96279195	96363341	14	ATG2B
ENSG00000160216	ENSG00000160216.21	43865223	43987592	21	AGPAT3
ENSG00000182798	ENSG00000182798.10	16167481	16171464	X	MAGEB17
ENSG00000035499	ENSG00000035499.13	60596912	60700190	5	DEPDC1B
ENSG00000148482	ENSG00000148482.12	17951839	18043292	10	SLC39A12
ENSG00000189132	ENSG00000189132.6	34942796	34944915	X	FAM47B
ENSG00000102098	ENSG00000102098.19	18239313	18354688	X	SCML2
ENSG00000100784	ENSG00000100784.12	90847861	91060641	14	RPS6KA5
ENSG00000183186	ENSG00000183186.8	405445	409147	19	C2CD4C
ENSG00000205922	ENSG00000205922.5	1753506	1780988	19	ONECUT3
ENSG00000116032	ENSG00000116032.5	1000419	1009732	19	GRIN3B
ENSG00000101134	ENSG00000101134.12	54475593	54651169	20	DOK5
ENSG00000100300	ENSG00000100300.18	43151547	43163242	22	TSPO
ENSG00000183690	ENSG00000183690.13	44147872	44343672	X	EFHC2
ENSG00000172554	ENSG00000172554.12	950849	1367613	2	SNTG2
ENSG00000170946	ENSG00000170946.15	31369840	31432835	11	DNAJC24
ENSG00000049860	ENSG00000049860.14	74640023	74722647	5	HEXB
ENSG00000221947	ENSG00000221947.8	70669339	70790371	8	XKR9
ENSG00000064666	ENSG00000064666.15	1026586	1039068	19	CNN2
ENSG00000172671	ENSG00000172671.20	45615500	45672780	10	ZFAND4
ENSG00000158470	ENSG00000158470.5	49632945	49713878	20	B4GALT5
ENSG00000186113	ENSG00000186113.1	55795556	55796500	11	OR5D14
ENSG00000205213	ENSG00000205213.14	27365961	27472790	11	LGR4
ENSG00000172404	ENSG00000172404.5	40859549	40862113	22	DNAJB7
ENSG00000020256	ENSG00000020256.20	52051663	52204308	20	ZFP64
ENSG00000100105	ENSG00000100105.18	31325804	31346346	22	PATZ1
ENSG00000137573	ENSG00000137573.14	69466624	69660915	8	SULF1
ENSG00000182512	ENSG00000182512.5	95533503	95544724	14	GLRX5
ENSG00000140057	ENSG00000140057.9	96392128	96489427	14	AK7
ENSG00000279761	ENSG00000279761.2	55773438	55774382	11	OR5D13
ENSG00000186509	ENSG00000186509.4	58023881	58181616	11	OR9Q1
ENSG00000095777	ENSG00000095777.17	25934229	26212532	10	MYO3A
ENSG00000138944	ENSG00000138944.8	44243665	44312951	22	SHISAL1
ENSG00000279514	ENSG00000279514.2	55572128	55573060	11	OR4C16
ENSG00000152380	ENSG00000152380.10	80487969	80542563	5	FAM151B
ENSG00000183134	ENSG00000183134.5	60850933	60855950	11	PTGDR2
ENSG00000196236	ENSG00000196236.13	40857077	40932815	22	XPNPEP3
ENSG00000166326	ENSG00000166326.7	35662775	35818007	11	TRIM44
ENSG00000088808	ENSG00000088808.18	103733195	103847575	14	PPP1R13B
ENSG00000164853	ENSG00000164853.9	1232872	1237326	7	UNCX
ENSG00000110048	ENSG00000110048.12	59574398	59615774	11	OSBP
ENSG00000147119	ENSG00000147119.4	46573765	46598496	X	CHST7
ENSG00000273820	ENSG00000273820.2	49879484	49882558	X	USP27X
ENSG00000101115	ENSG00000101115.13	51782331	51802521	20	SALL4
ENSG00000104953	ENSG00000104953.20	2977538	2995179	19	TLE6
ENSG00000183579	ENSG00000183579.16	28883572	29057488	22	ZNRF3
ENSG00000171365	ENSG00000171365.17	49922596	50099235	X	CLCN5
ENSG00000039123	ENSG00000039123.16	55307989	55425579	5	MTREX
ENSG00000176555	ENSG00000176555.1	48306223	48307152	11	OR4S1
ENSG00000101144	ENSG00000101144.13	57168753	57266641	20	BMP7
ENSG00000172772	ENSG00000172772.3	58266792	58268260	11	OR10W1
ENSG00000197786	ENSG00000197786.3	58358124	58359069	11	OR5B17
ENSG00000221840	ENSG00000221840.4	54706832	54707902	11	OR4A5
ENSG00000157540	ENSG00000157540.22	37365573	37526358	21	DYRK1A
ENSG00000167996	ENSG00000167996.16	61959718	61967634	11	FTH1
ENSG00000100266	ENSG00000100266.19	42835412	43015149	22	PACSIN2
ENSG00000151379	ENSG00000151379.4	17816460	17817798	2	MSGN1
ENSG00000075643	ENSG00000075643.6	36187497	36272157	18	MOCOS
ENSG00000163029	ENSG00000163029.16	17663812	17800242	2	SMC6
ENSG00000099864	ENSG00000099864.18	708935	748329	19	PALM
ENSG00000184735	ENSG00000184735.7	22999960	23003589	X	DDX53
ENSG00000174695	ENSG00000174695.10	83052846	83077863	5	TMEM167A
ENSG00000177689	ENSG00000177689.10	27807990	27823014	X	MAGEB10
ENSG00000166342	ENSG00000166342.19	72742314	72868146	18	NETO1
ENSG00000132631	ENSG00000132631.6	18813783	18814378	20	SCP2D1
ENSG00000125533	ENSG00000125533.6	63005927	63007035	20	BHLHE23
ENSG00000102313	ENSG00000102313.9	54748918	54798255	X	ITIH6
ENSG00000148450	ENSG00000148450.13	23095579	23122013	10	MSRB2
ENSG00000179242	ENSG00000179242.16	61252261	61940617	20	CDH4
ENSG00000157927	ENSG00000157927.17	4797055	4883716	7	RADIL
ENSG00000145681	ENSG00000145681.11	83637805	83720855	5	HAPLN1
ENSG00000165186	ENSG00000165186.12	23334849	23404374	X	PTCHD1
ENSG00000256574	ENSG00000256574.8	45302298	45315608	10	OR13A1
ENSG00000169895	ENSG00000169895.6	16719612	16765340	X	SYAP1
ENSG00000168267	ENSG00000168267.7	23192312	23194245	10	PTF1A
ENSG00000099256	ENSG00000099256.19	24848614	24952606	10	PRTFDC1
ENSG00000086232	ENSG00000086232.13	6022247	6059175	7	EIF2AK1
ENSG00000102043	ENSG00000102043.16	64268081	64395452	X	MTMR8
ENSG00000125910	ENSG00000125910.6	3172346	3180332	19	S1PR4
ENSG00000038427	ENSG00000038427.16	83471618	83582303	5	VCAN
ENSG00000008086	ENSG00000008086.13	18425583	18653629	X	CDKL5
ENSG00000148426	ENSG00000148426.13	11823339	11872277	10	PROSER2
ENSG00000133313	ENSG00000133313.15	74495816	74523454	18	CNDP2
ENSG00000101079	ENSG00000101079.21	36651766	36746090	20	NDRG3
ENSG00000135362	ENSG00000135362.14	36296288	36465204	11	PRR5L
ENSG00000151023	ENSG00000151023.17	24981979	25062279	10	ENKUR
ENSG00000178381	ENSG00000178381.12	1152071	1160759	7	ZFAND2A
ENSG00000136770	ENSG00000136770.11	21756548	22003769	10	DNAJC1
ENSG00000162981	ENSG00000162981.14	14632700	14650814	2	LRATD1
ENSG00000128276	ENSG00000128276.10	32354885	32361161	22	RFPL3
ENSG00000122912	ENSG00000122912.15	68477998	68527523	10	SLC25A16
ENSG00000151693	ENSG00000151693.11	9206765	9405683	2	ASAP2
ENSG00000141956	ENSG00000141956.14	41798225	41879482	21	PRDM15
ENSG00000124935	ENSG00000124935.4	62242239	62244812	11	SCGB1D2
ENSG00000165443	ENSG00000165443.12	59176643	59247774	10	PHYHIPL
ENSG00000186660	ENSG00000186660.15	58579063	58621550	11	ZFP91
ENSG00000106511	ENSG00000106511.6	15611212	15686683	7	MEOX2
ENSG00000011132	ENSG00000011132.12	3750772	3761692	19	APBA3
ENSG00000177706	ENSG00000177706.9	192571	260772	7	FAM20C
ENSG00000164879	ENSG00000164879.7	85373436	85449040	8	CA3
ENSG00000225997	ENSG00000225997.1	54682877	54683821	11	OR4A8
ENSG00000149124	ENSG00000149124.11	58640426	58731974	11	GLYAT
ENSG00000164916	ENSG00000164916.11	4682295	4771442	7	FOXK1
ENSG00000083720	ENSG00000083720.13	41730065	41870425	5	OXCT1
ENSG00000164749	ENSG00000164749.13	75407914	75566834	8	HNF4G
ENSG00000128245	ENSG00000128245.15	31944522	31957603	22	YWHAH
ENSG00000105289	ENSG00000105289.15	3708362	3750813	19	TJP3
ENSG00000150244	ENSG00000150244.12	55262155	55271114	11	TRIM48
ENSG00000150656	ENSG00000150656.15	74534500	74587212	18	CNDP1
ENSG00000128203	ENSG00000128203.7	26429260	26445015	22	ASPHD2
ENSG00000169006	ENSG00000169006.7	11658178	11670195	2	NTSR2
ENSG00000087510	ENSG00000087510.7	56629306	56639283	20	TFAP2C
ENSG00000185238	ENSG00000185238.13	20387558	20509338	11	PRMT3
ENSG00000104331	ENSG00000104331.9	56957931	56993867	8	BPNT2
ENSG00000196368	ENSG00000196368.5	51490011	51496592	X	NUDT11
ENSG00000165164	ENSG00000165164.14	35919734	36385317	X	CFAP47
ENSG00000100109	ENSG00000100109.17	26491225	26512505	22	TFIP11
ENSG00000184402	ENSG00000184402.15	62143769	62182514	20	SS18L1
ENSG00000100739	ENSG00000100739.11	96256210	96268967	14	BDKRB1
ENSG00000101361	ENSG00000101361.17	2652593	2658393	20	NOP56
ENSG00000170779	ENSG00000170779.11	105009573	105021083	14	CDCA4
ENSG00000164828	ENSG00000164828.18	816615	896435	7	SUN1
ENSG00000186814	ENSG00000186814.14	35251058	35290245	18	ZSCAN30
ENSG00000167825	ENSG00000167825.3	55935456	55936400	11	OR5I1
ENSG00000187612	ENSG00000187612.1	55913650	55914582	11	OR5W2
ENSG00000162174	ENSG00000162174.12	62337448	62393412	11	ASRGL1
ENSG00000100600	ENSG00000100600.15	92703807	92748679	14	LGMN
ENSG00000268994	ENSG00000268994.3	72781865	72782660	X	FAM236B
ENSG00000230797	ENSG00000230797.3	21855987	21858740	X	YY2
ENSG00000165169	ENSG00000165169.11	37836757	37847571	X	DYNLT3
ENSG00000040341	ENSG00000040341.18	73420369	73747708	8	STAU2
ENSG00000100122	ENSG00000100122.7	26599278	26618027	22	CRYBB1
ENSG00000196431	ENSG00000196431.4	26621963	26630669	22	CRYBA4
ENSG00000206052	ENSG00000206052.11	69400888	69849087	18	DOK6
ENSG00000147081	ENSG00000147081.15	50190777	50201007	X	AKAP4
ENSG00000133466	ENSG00000133466.14	37180166	37199385	22	C1QTNF6
ENSG00000165322	ENSG00000165322.18	31805398	31928876	10	ARHGAP12
ENSG00000095932	ENSG00000095932.7	3473986	3480525	19	SMIM24
ENSG00000278195	ENSG00000278195.2	37204237	37212477	22	SSTR3
ENSG00000187045	ENSG00000187045.19	37065436	37109713	22	TMPRSS6
ENSG00000069535	ENSG00000069535.14	43766610	43882450	X	MAOB
ENSG00000105428	ENSG00000105428.6	5455417	5456856	19	ZNRF4
ENSG00000084754	ENSG00000084754.12	26190635	26244672	2	HADHA
ENSG00000141905	ENSG00000141905.19	3314403	3469217	19	NFIC
ENSG00000109667	ENSG00000109667.12	9771153	10054936	4	SLC2A9
ENSG00000101096	ENSG00000101096.20	51386957	51562831	20	NFATC2
ENSG00000152611	ENSG00000152611.12	35904288	35938779	5	CAPSL
ENSG00000154065	ENSG00000154065.17	23598926	23662911	18	ANKRD29
ENSG00000090061	ENSG00000090061.17	99481169	99535044	14	CCNK
ENSG00000109606	ENSG00000109606.13	24517441	24584554	4	DHX15
ENSG00000102221	ENSG00000102221.14	46912276	47061242	X	JADE3
ENSG00000160199	ENSG00000160199.15	42974510	43033931	21	PKNOX1
ENSG00000272602	ENSG00000272602.6	53286	88208	4	ZNF595
ENSG00000078043	ENSG00000078043.16	46803218	46920160	18	PIAS2
ENSG00000140104	ENSG00000140104.14	104985775	105010482	14	CLBA1
ENSG00000214866	ENSG00000214866.9	3703575	3848008	2	DCDC2C
ENSG00000189299	ENSG00000189299.7	55623400	55626192	X	FOXR2
ENSG00000176887	ENSG00000176887.7	5692384	5701385	2	SOX11
ENSG00000065923	ENSG00000065923.10	46599251	46759118	X	SLC9A7
ENSG00000109625	ENSG00000109625.19	8592660	8619759	4	CPZ
ENSG00000031823	ENSG00000031823.14	5916139	5978142	19	RANBP3
ENSG00000277893	ENSG00000277893.2	31522480	31580938	2	SRD5A2
ENSG00000100014	ENSG00000100014.20	24270817	24417739	22	SPECC1L
ENSG00000143867	ENSG00000143867.7	19351485	19358623	2	OSR1
ENSG00000183576	ENSG00000183576.13	99397748	99480889	14	SETD3
ENSG00000160200	ENSG00000160200.18	43053191	43076943	21	CBS
ENSG00000183891	ENSG00000183891.6	19896631	19901983	2	TTC32
ENSG00000113088	ENSG00000113088.6	55024256	55034570	5	GZMK
ENSG00000157851	ENSG00000157851.17	26847747	26950351	2	DPYSL5
ENSG00000166016	ENSG00000166016.6	34150987	34358010	11	ABTB2
ENSG00000113273	ENSG00000113273.17	78777209	78986087	5	ARSB
ENSG00000167220	ENSG00000167220.12	47107408	47150500	18	HDHD2
ENSG00000152953	ENSG00000152953.13	5051480	5500994	4	STK32B
ENSG00000187601	ENSG00000187601.5	55452127	55453566	X	MAGEH1
ENSG00000274588	ENSG00000274588.2	50365409	50470825	X	DGKK
ENSG00000196074	ENSG00000196074.13	59863564	59933655	20	SYCP2
ENSG00000172289	ENSG00000172289.3	59712916	59713845	11	OR10V1
ENSG00000166889	ENSG00000166889.14	59636716	59669037	11	PATL1
ENSG00000003147	ENSG00000003147.19	8113184	8262687	7	ICA1
ENSG00000072401	ENSG00000072401.15	58334979	58370751	10	UBE2D1
ENSG00000134827	ENSG00000134827.8	59852800	59866489	11	TCN1
ENSG00000215474	ENSG00000215474.8	47206169	47251660	18	SKOR2
ENSG00000185567	ENSG00000185567.7	104937244	104978374	14	AHNAK2
ENSG00000163132	ENSG00000163132.8	4859665	4863936	4	MSX1
ENSG00000266524	ENSG00000266524.3	47300197	47313577	10	GDF10
ENSG00000152270	ENSG00000152270.9	14643804	14872044	11	PDE3B
ENSG00000177426	ENSG00000177426.22	3411608	3459978	18	TGIF1
ENSG00000128271	ENSG00000128271.22	24417879	24442357	22	ADORA2A
ENSG00000196693	ENSG00000196693.15	42574185	42638570	10	ZNF33B
ENSG00000084710	ENSG00000084710.14	25042076	25159135	2	EFR3B
ENSG00000131080	ENSG00000131080.15	66595637	66639298	X	EDA2R
ENSG00000165914	ENSG00000165914.15	90524564	90816479	14	TTC7B
ENSG00000099250	ENSG00000099250.18	33177492	33336262	10	NRP1
ENSG00000100024	ENSG00000100024.15	24494107	24528390	22	UPB1
