,length,mean [acc],"('lssi', 'full') [acc]","('spliceai-400', 'full') [acc]","('spliceai-10k', 'full') [acc]","('spliceai-400', 'wbl') [acc]","('spliceai-10k', 'wbl') [acc]","('spliceai-400', 'tos') [acc]","('spliceai-10k', 'tos') [acc]","('AM', 'full') [acc]","('FM', 'full') [acc]","('AM', 'wbl') [acc]","('FM', 'wbl') [acc]","('AM', 'tos') [acc]","('FM', 'tos') [acc]",mean [mean score],"('lssi', 'full') [mean score]","('spliceai-400', 'full') [mean score]","('spliceai-10k', 'full') [mean score]","('spliceai-400', 'wbl') [mean score]","('spliceai-10k', 'wbl') [mean score]","('spliceai-400', 'tos') [mean score]","('spliceai-10k', 'tos') [mean score]","('AM', 'full') [mean score]","('FM', 'full') [mean score]","('AM', 'wbl') [mean score]","('FM', 'wbl') [mean score]","('AM', 'tos') [mean score]","('FM', 'tos') [mean score]"
SYNC,22760,0.4423076923076923,0.375,0.625,0.75,0.625,0.75,0.625,0.125,0.5,0.375,0.375,0.125,0.25,0.25,1.0188795826159025,0.5889605582690078,2.274191465503015,2.5446038436361222,1.090223420958847,1.174293991225667,0.80603165323256,0.3483859133798809,1.2703177242418768,0.6363834654950487,1.2254836166961725,0.36439389967084035,0.5059626659681024,0.416202355729592
S100PBP,40413,0.5705128205128205,0.16666666666666666,0.75,0.75,0.75,0.8333333333333334,0.4166666666666667,0.5,0.6666666666666666,0.6666666666666666,0.5,0.4166666666666667,0.5,0.5,1.3657743117462553,0.49340206525814273,3.241448376081141,2.7174462183508044,1.30767489680783,1.4174649045845367,0.5805011946075113,1.4568258109016725,1.7175921726315273,1.0999487581362655,1.2645346168054432,0.8570759619615976,0.8800163320975036,0.7211347444773418
YRDC,5242,0.8365384615384616,0.5,1.0,1.0,1.0,1.0,0.875,0.875,0.875,0.625,0.625,0.75,1.0,0.75,2.0283147320185133,1.0992302208858826,4.146490436814762,3.6672616124793427,1.7457603555214258,1.5970077090916606,1.0147552232817256,2.4295542348757966,2.6597327469674816,1.6515035780628984,2.2275925565126684,1.320159201973338,1.743985125385406,1.0650585143882876
CFAP57,82026,0.7274247491638797,0.2826086956521739,0.9565217391304348,0.9347826086956522,0.8695652173913043,0.9347826086956522,0.6521739130434783,0.717391304347826,0.9130434782608695,0.6086956521739131,0.7391304347826086,0.6739130434782609,0.717391304347826,0.45652173913043476,1.7697602927632292,0.7033904286315058,4.0955500222990375,3.332365647382191,1.5731401641551641,1.4827909149469565,0.8189684689808377,1.9362927799152314,2.4856699810772285,1.415547791668186,2.001014395760365,1.185961507002568,1.3320456425415181,0.6441460615611917
SZT2,62665,0.6527472527472526,0.2571428571428571,0.7642857142857142,0.9714285714285714,0.7857142857142857,0.9571428571428572,0.6071428571428571,0.7,0.7214285714285714,0.5928571428571429,0.5785714285714286,0.5285714285714286,0.6142857142857143,0.40714285714285714,1.5475817336335385,0.6925280891676936,2.9360907446970876,3.415243169908698,1.4022037747713305,1.503760078428943,0.772165390126931,1.9037661053825965,1.9474649590520208,1.3975297433626697,1.4684440940408445,0.9723373872619455,1.136469479767309,0.5705595212679264
EIF2B3,135833,0.7307692307692307,0.3181818181818182,1.0,1.0,0.8181818181818182,1.0,0.45454545454545453,0.7272727272727273,0.8636363636363636,0.5909090909090909,0.9545454545454546,0.6363636363636364,0.7727272727272727,0.36363636363636365,1.8130170646102235,0.612064775206563,4.398225019781699,3.640804992404557,1.5406787963310755,1.5681101539485092,0.5691466033966276,1.9698987557953638,2.1827964881375745,1.3272896029682768,2.6452727946287293,1.1786798090721977,1.3655351516245493,0.5707188966371822
NDC1,73401,0.5361990950226244,0.3235294117647059,0.7941176470588235,0.9411764705882353,0.5882352941176471,0.7058823529411765,0.3235294117647059,0.5294117647058824,0.5882352941176471,0.5882352941176471,0.4411764705882353,0.35294117647058826,0.4117647058823529,0.38235294117647056,1.3093559461369346,0.7369303828219629,2.8758623370284693,3.19696051201004,1.1115501274082948,1.196402342525812,0.5291953819224675,1.3094983334697388,1.513460918311137,1.2480314180267056,1.2933114329428048,0.8048535532084933,0.7112360024366757,0.49433455766754597
HSPB11,24369,0.6923076923076924,0.4,0.8,0.9,0.7,0.9,0.6,0.7,0.8,0.7,0.7,0.7,0.6,0.5,1.6326094147234709,0.9231979827658099,3.2755148751246956,2.999631811737852,1.3221672000949707,1.408322229589916,0.7021754661093036,1.640514333846865,2.2326079863581376,1.62099937574831,1.9954519601834533,1.2301567476608488,1.227982961615452,0.6451994605695041
PLPP3,84823,0.8307692307692307,0.5,0.9,1.0,0.9,0.9,0.9,0.9,1.0,0.8,0.9,0.6,0.8,0.7,2.0164777610314877,1.0727373002247693,4.1266473332852085,3.561738249283284,1.6916481807970623,1.5118137353268335,1.0550175011915461,2.441534749483496,2.4631532420032523,1.8669225174954103,2.7771571609412216,1.2446452318728949,1.4815925156306384,0.9196031758737263
C1orf168,100568,0.520242914979757,0.15789473684210525,0.8421052631578947,0.8157894736842105,0.7631578947368421,0.7105263157894737,0.42105263157894735,0.4473684210526316,0.6842105263157895,0.3684210526315789,0.5263157894736842,0.39473684210526316,0.34210526315789475,0.2894736842105263,1.279684355018434,0.614599516699282,3.2408276398327933,2.643663453222524,1.3485956795667318,1.1224217798332365,0.5256099904155158,1.2459421953456742,1.6742717841745414,0.9983260578905329,1.2967104482019969,0.7771463824663034,0.6840236305604155,0.463758057030096
OMA1,66082,0.5240384615384616,0.1875,0.8125,0.9375,0.5625,0.8125,0.3125,0.4375,0.5625,0.5625,0.375,0.75,0.3125,0.1875,1.322171119184854,0.6199559145593984,2.989943397760519,3.419333801518531,1.094367829114077,1.2998952418225946,0.3776968291963906,1.1755220578804004,1.6179823938547604,1.3936494001760222,1.025417070462702,1.2489355492014504,0.6779101307002772,0.24761493315597904
C1orf141,139688,0.3241758241758242,0.14285714285714285,0.6428571428571429,0.6428571428571429,0.5,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.35714285714285715,0.35714285714285715,0.14285714285714285,0.35714285714285715,0.21428571428571427,0.0,0.8817235469609432,0.4439766108470703,2.66364384602575,2.1932650588853297,0.8957926386369666,0.8160904649627213,0.24373619184156545,0.9456186533146524,0.7782094801914992,0.9379318295432342,0.4753309455039422,0.6250821262540783,0.41261731001405405,0.03111095447139812
IL23R,93580,0.6269230769230768,0.25,0.85,1.0,0.7,1.0,0.35,0.35,0.75,0.8,0.6,0.75,0.5,0.25,1.5308398535308703,0.704956206505007,3.334587107475793,3.3634018471493077,1.3182601065981894,1.490378062362706,0.48031621103284217,1.0223793212885326,1.9714242536170041,1.672383371389791,1.6867276752389286,1.3770952230965867,1.047478778294594,0.431529931852032
WLS,107196,0.688811188811189,0.3181818181818182,0.8636363636363636,0.9090909090909091,0.9545454545454546,0.8636363636363636,0.6818181818181818,0.6363636363636364,0.6818181818181818,0.5909090909090909,0.7272727272727273,0.5454545454545454,0.5909090909090909,0.5909090909090909,1.670131740587267,0.8524031729607533,3.4526762482587854,3.3402090577690298,1.5962949943016544,1.4031326259093395,0.8417748897760684,1.8370338101488755,2.0102111799474143,1.4290073544784692,2.0373454485114935,1.043414109254722,1.1239588995195104,0.7442508367983547
LRRIQ3,157670,0.5641025641025641,0.4166666666666667,0.9166666666666666,1.0,0.8333333333333334,0.9166666666666666,0.25,0.4166666666666667,0.6666666666666666,0.6666666666666666,0.5,0.25,0.3333333333333333,0.16666666666666666,1.3920078285901452,0.7938476133561191,3.6725848895426716,3.6488671711608904,1.5548325013641573,1.4384091068320497,0.3510188294290768,0.9462941347280646,1.8060275562447556,1.2907420211729856,1.221314553360779,0.6051049257210589,0.5667625423397906,0.20029592641948535
ERICH3,105628,0.5659340659340659,0.2857142857142857,0.75,0.8571428571428571,0.75,0.75,0.5,0.39285714285714285,0.75,0.5,0.5714285714285714,0.4642857142857143,0.4642857142857143,0.32142857142857145,1.3817126385855114,0.6099809170835752,3.2935338000120464,2.9482012616773594,1.4090567583293534,1.2391301610399847,0.6103769128890203,1.179605832186396,1.8113281003533108,1.2307895432814544,1.4764680606168508,0.878274740270872,0.8639697012007843,0.41154851267063697
MSH4,116357,0.5040485829959515,0.21052631578947367,0.8157894736842105,0.9736842105263158,0.5263157894736842,0.8157894736842105,0.23684210526315788,0.39473684210526316,0.7368421052631579,0.6578947368421053,0.3157894736842105,0.5789473684210527,0.2631578947368421,0.02631578947368421,1.2780049541613165,0.5364369548647822,3.298451998586388,3.3621570324600807,0.9317777019901192,1.3131796692850337,0.351950578497219,0.9474193073791248,1.9448013453600317,1.5111245339859651,0.7916751896056344,0.9766001929890283,0.5282935530476337,0.12019634604607336
ZZZ3,118159,0.653846153846154,0.25,0.8571428571428571,0.7857142857142857,0.8214285714285714,0.7857142857142857,0.6071428571428571,0.5357142857142857,0.8214285714285714,0.6428571428571429,0.7142857142857143,0.6428571428571429,0.6071428571428571,0.42857142857142855,1.5988815433930297,0.6138878610894222,3.843382152312117,2.892983872188805,1.4879535075469246,1.3091517149666854,0.8023319912386021,1.3487179925065598,2.229505546755885,1.5677561090552203,1.9026648876625942,1.0925532122009576,1.116080774932868,0.5784904416527414
NEXN,54597,0.6826923076923077,0.16666666666666666,0.9166666666666666,0.9166666666666666,0.8333333333333334,0.875,0.5,0.5,1.0,0.7916666666666666,0.7083333333333334,0.7916666666666666,0.5416666666666666,0.3333333333333333,1.7013544601545045,0.42475843377886663,4.201416932481043,3.2259399924285543,1.4886875233416514,1.432809799823979,0.6175294647171694,1.1980091612207027,2.7072410413880785,1.8494403040884624,2.0721205578689297,1.3383014966580304,1.0526082192065782,0.5087450550065141
ADGRL4,116955,0.4917582417582418,0.21428571428571427,0.6785714285714286,0.8571428571428571,0.42857142857142855,0.8571428571428571,0.32142857142857145,0.39285714285714285,0.6428571428571429,0.6071428571428571,0.39285714285714285,0.39285714285714285,0.39285714285714285,0.21428571428571427,1.2153987025601223,0.6734928125945036,2.6954214994939703,2.9416399333034797,0.9410513291074907,1.297161834169594,0.4142349685218513,1.0881627728861234,1.5490565415797934,1.3711112615212073,0.993166145935177,0.8172385557821552,0.7301998482193707,0.2882456301668722
C1orf52,7675,0.6730769230769231,0.5,1.0,1.0,0.75,1.0,0.75,0.75,1.0,0.5,0.75,0.25,0.25,0.25,1.6373494030898097,0.757475440142429,3.9737467453896915,3.579290605820382,1.3477863692288021,1.595386417331842,0.8784289120252187,1.8458343061196276,2.3180455479967486,0.9845574776444881,2.2494396375386683,0.7181572819481614,0.5699271936502738,0.46746630533119715
HFM1,144104,0.48178137651821856,0.11842105263157894,0.8289473684210527,0.9078947368421053,0.6052631578947368,0.7894736842105263,0.2631578947368421,0.35526315789473684,0.75,0.4605263157894737,0.3684210526315789,0.47368421052631576,0.21052631578947367,0.13157894736842105,1.2550027240591626,0.47162058360273196,3.578223913623243,3.150390569393196,1.1206467221423757,1.2627797523388378,0.33789095232087724,0.8818986205182922,1.8623559818692637,1.1265914091606033,0.9783571151940466,0.9260409037276203,0.4370520530288874,0.18118683584913828
RPAP2,103092,0.6346153846153846,0.25,0.8333333333333334,1.0,0.7916666666666666,0.8333333333333334,0.375,0.5,0.75,0.4583333333333333,0.7083333333333334,0.7083333333333334,0.7083333333333334,0.3333333333333333,1.574835321477276,0.7499929869988082,3.5806579459456898,3.3178447949378396,1.4475653163061202,1.3626180718529186,0.5071094456880388,1.3960561045823023,1.978722661308628,1.2451519811857548,1.9351073361940916,1.1697925987905196,1.3593909501756194,0.42284898523825615
CCDC18,98559,0.6002747252747254,0.125,0.8928571428571429,0.9464285714285714,0.7678571428571429,0.875,0.4107142857142857,0.4107142857142857,0.8928571428571429,0.6785714285714286,0.5892857142857143,0.5178571428571429,0.42857142857142855,0.26785714285714285,1.5311492589798144,0.47585239583866346,3.9538445277137555,3.258359551941791,1.3998460814939266,1.4098986095746944,0.5114806197057374,1.1149870811996716,2.4809915429248606,1.5836155894821147,1.573452363039282,1.0154436701645395,0.7730617225736367,0.3541066110849123
DPYD,843281,0.7604895104895105,0.22727272727272727,1.0,1.0,0.9318181818181818,0.9772727272727273,0.5681818181818182,0.7954545454545454,0.8863636363636364,0.8181818181818182,0.75,0.7954545454545454,0.6363636363636364,0.5,1.898497039613846,0.6946543680045834,4.52562234152741,3.643297902621714,1.6854272493475195,1.5742787967637044,0.7543974006016803,2.2507464335230765,2.4325652148553965,1.8598442901998118,2.0965556949135804,1.3863446200549825,1.1392369442607302,0.6374902583058106
PLPPR4,45638,0.6217948717948718,0.3333333333333333,0.9166666666666666,1.0,0.75,0.8333333333333334,0.4166666666666667,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.4166666666666667,0.3333333333333333,1.5236922114476281,0.6542878951611064,3.907436761835552,3.5815790381863177,1.2469764253667484,1.4471575586754304,0.6298827888782218,0.924918066047293,1.807770054807098,1.5132431221846174,1.5847809228434446,1.2340677120163897,0.7916691851292486,0.48422921768769983
RP11-475E11.9,125825,0.4538461538461538,0.1,0.7,0.8,0.3,0.8,0.5,0.3,0.7,0.4,0.3,0.4,0.3,0.3,1.0656262776764476,0.3967939228462783,2.6481346987358694,2.452690210038648,0.6135536126479976,1.334210576901278,0.6363430629938558,0.7573938306636321,1.504351870757817,0.9126773926662277,0.8270966114299781,0.6445890372568438,0.7305474600319177,0.39475932282347503
BCL2L15,6845,0.5128205128205129,0.16666666666666666,0.8333333333333334,1.0,0.8333333333333334,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,1.4147737802979383,0.8363706500489982,3.400066497075595,3.6508549059727553,1.499136682596091,1.5916993072765202,0.41869407705147094,2.157846333126693,1.588335486329454,0.7691172537078531,0.9026942417407041,0.4404361217601489,0.8911191464557325,0.24568844073118365
SYCP1,140568,0.5620347394540942,0.1774193548387097,0.9193548387096774,0.9516129032258065,0.7419354838709677,0.8548387096774194,0.25806451612903225,0.3225806451612903,0.8064516129032258,0.6451612903225806,0.5161290322580645,0.5161290322580645,0.3709677419354839,0.22580645161290322,1.3824348484035758,0.4652303216254578,3.6378840594292012,3.2255992933803173,1.3283022211690236,1.3664423031208093,0.3476567082328314,0.9012791186448224,2.0065872007818553,1.3969435239871923,1.3586796398498893,0.9652741774238089,0.6695136461427306,0.30226081545855077
AL136376.1,10829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002187527139851999,9.683659891539435e-05,8.896916328950878e-05,0.0005745808168990635,0.0011034818812762426,0.000783181237943734,9.694927842491228e-15,4.574412696485076e-16,3.689118444635356e-05,1.2519784471519624e-05,3.778715755570536e-05,0.00010953229594167977,1.801640138301011e-09,3.359418106051189e-09
CD2,14844,0.7884615384615384,0.5,0.875,1.0,1.0,1.0,0.75,0.75,0.75,0.75,1.0,0.625,0.875,0.375,1.9566517991418229,1.1024563984779818,4.149960553069891,3.5708022490419236,1.7315618235250425,1.5964487418564715,0.9785031648467135,1.8295328335100827,2.2257729808156688,1.844539068389735,2.9533813374780586,1.1095805268691998,1.6335646852909087,0.7103690256720163
SPAG17,231360,0.5977564102564102,0.14583333333333334,0.9375,0.8645833333333334,0.8125,0.8125,0.375,0.5208333333333334,0.78125,0.5625,0.6458333333333334,0.5416666666666666,0.4895833333333333,0.28125,1.482493027148929,0.5029519484433405,3.860137096046895,3.052784472080648,1.4557628577098196,1.3192967254932435,0.4645863382068877,1.4102643889079243,1.9002670289350678,1.3218149601838252,1.6398981289881949,1.0176668646502984,0.9202957136420246,0.406682829647908
WARS2,109451,0.730769230769231,0.3,0.9,1.0,1.0,1.0,0.5,0.7,0.9,0.5,0.8,0.7,0.9,0.3,1.8034652456491946,0.6589153555324545,4.284601652742137,3.5384298787928126,1.7180057733410408,1.595160124364672,0.6187022171841335,2.101387549302403,2.3572434294565627,1.1752293629569714,2.1712538121326657,1.2529092724384165,1.574742595952689,0.39846716924257086
AL592284.1,181321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007966569321365443,0.004918370047015123,0.031022515254276833,0.00012889903930827528,0.004199459164183944,1.054417699849568e-05,6.079047525217617e-16,3.67323176641408e-28,0.022781918553823527,0.006103960634654584,0.004196214851572834,0.030202076012239454,1.430882976131849e-06,1.2560700940648866e-08
CH17-270A2.2,50560,0.358974358974359,0.0,0.6666666666666666,0.5,0.6666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.9445103463658515,0.3767769432592301,2.7212925506303276,1.910215658486256,1.233060926027909,0.8436309175673934,0.5203674674865619,0.6180500993836117,1.1952922599091997,0.6725207141536491,0.9796157212163709,0.6838055973533045,0.3029236963546289,0.22108195092762783
VPS45,78137,0.6978021978021978,0.14285714285714285,0.8928571428571429,0.8928571428571429,0.8571428571428571,1.0,0.6071428571428571,0.5714285714285714,0.9642857142857143,0.75,0.6071428571428571,0.6428571428571429,0.6785714285714286,0.4642857142857143,1.7045307851281495,0.5760639063170908,3.9319943283737557,3.287523095440229,1.5055624227994282,1.5657643259240928,0.7422575646392007,1.6149026637337711,2.536935233978376,1.6163169619745255,1.7593665869669362,1.1949845661252516,1.2272716040345586,0.5999569463587227
CHTOP,12258,0.4307692307692308,0.0,0.6,0.6,0.6,0.5,0.5,0.4,0.6,0.9,0.3,0.2,0.2,0.2,1.0606378989062226,0.33850569371565997,2.1978245245639605,2.0826244084267787,1.0505823646906822,0.8002603785851855,0.6779850185236225,1.1061053839806085,1.460260438660071,1.8485858567070288,0.759892051797704,0.5215761196444457,0.5267250880046583,0.41736535848048895
RP11-540D14.8,23060,0.8365384615384616,0.5,1.0,1.0,0.875,1.0,0.875,0.75,0.875,0.75,1.0,1.0,0.5,0.75,1.9870098635479438,1.1293225466524877,4.364147546847812,3.6436034609388575,1.5837266561279617,1.5970625997859595,1.0261661323803772,2.320493962283686,2.3470033591975974,1.6309406070303736,2.6387576350062267,1.5899972813648595,1.0045841775134987,0.9553222609935701
MSTO1,4743,0.6360946745562129,0.23076923076923078,0.8076923076923077,1.0,0.7692307692307693,1.0,0.5,0.5769230769230769,0.8076923076923077,0.5384615384615384,0.3076923076923077,0.6923076923076923,0.5384615384615384,0.5,1.5056075250464205,0.6586959574131195,2.883360557118424,3.597753167426581,1.3990372439171073,1.5883865107293043,0.6708600728856471,1.6264733629238628,1.8602713588038795,1.296554878189475,0.9451017453700357,1.2385899730445107,1.1184715367386608,0.6893414610428583
PRCC,33318,0.8012820512820513,0.5,0.9166666666666666,1.0,0.9166666666666666,1.0,0.8333333333333334,0.8333333333333334,0.9166666666666666,0.5833333333333334,0.75,0.75,0.8333333333333334,0.5833333333333334,1.943009720648982,0.9570662758484615,4.256350601736367,3.6407873341558776,1.6758582722244597,1.5777412857558266,0.9768043966625123,2.3617880794205814,2.424229627450894,1.5188087475435896,2.2274309815242135,1.2665552815349927,1.5423125700928335,0.8333929144861618
LRRC71,12445,0.6675824175824174,0.25,0.6785714285714286,0.8928571428571429,0.75,0.8571428571428571,0.5357142857142857,0.7142857142857143,0.75,0.6071428571428571,0.5714285714285714,0.7857142857142857,0.7142857142857143,0.5714285714285714,1.5788837753087284,0.7843877218904909,2.6607483344237584,3.156521401998517,1.2948341977231557,1.3797437470088518,0.6868075453647725,1.9422668922739887,2.016843163929926,1.579207589899419,1.6586870417428679,1.3540158301750231,1.2596162385678527,0.7518093740148488
